4 10 20 
4 100 20
4 1000 20
4 5000 20
10 10 20
10 100 20
10 1000 20
10 5000 20
90 10 20
90 100 20
90 1000 20
90 5000 20
90 10 40
90 100 40
90 1000 40
90 5000 40
